Order ID,Order Date,Region,Country,Customer Name,Product Category,Product Name,ASP,Quantity,Total Revenue
ORD-202303958,2023-04-23,EMEA,Netherlands,Apex Beta Corp.,Electronics,"4K Monitor 27""",368.8,6,2212.8
ORD-202309340,2023-04-23,North America,Canada,Delta Prime Systems,Electronics,"4K Monitor 27""",378.8,2,757.6
ORD-202326437,2023-04-23,EMEA,Netherlands,Prime Next Inc.,Software,Cloud License (Annual),4872.03,2,9744.06
ORD-202326592,2023-04-23,APAC,China,Alpha Gamma Systems,Electronics,Pro Smartphone 15,968.39,7,6778.73
ORD-202301904,2023-04-23,North America,United States,Global Prime Inc.,Electronics,Enterprise Laptop X1,1251.32,5,6256.6
ORD-202327471,2023-04-23,EMEA,United Kingdom,Prime Prime Inc.,Software,Security Suite,1593.86,26,41440.36
ORD-202313872,2023-04-23,APAC,Japan,Global Next Ltd.,Electronics,Pro Smartphone 15,860.39,13,11185.07
ORD-202301381,2023-04-23,EMEA,France,Beta Alpha Ltd.,Electronics,Enterprise Laptop X1,1138.65,1,1138.65
ORD-202312831,2023-04-23,LATAM,Brazil,Gamma Elite Group,Electronics,"4K Monitor 27""",314.63,3,943.89
ORD-202308573,2023-04-23,EMEA,France,Global Beta Ltd.,Electronics,Pro Smartphone 15,822.03,4,3288.12
ORD-202321819,2023-04-23,EMEA,Netherlands,Summit Elite Solutions,Software,Team Collaboration Tool,220.86,15,3312.9
ORD-202309239,2023-04-23,EMEA,Netherlands,Elite Delta Group,Electronics,Wireless Headset,143.23,1,143.23
ORD-202326732,2023-04-23,APAC,Australia,Alpha Alpha Corp.,Electronics,Wireless Headset,152.81,2,305.62
ORD-202305301,2023-04-23,EMEA,Netherlands,Apex Apex Ltd.,Office Supplies,Meeting Whiteboard,311.86,4,1247.44
ORD-202313199,2023-04-23,North America,United States,Next Prime Inc.,Electronics,Pro Smartphone 15,848.98,10,8489.8
ORD-202325474,2023-04-23,APAC,Australia,Apex Alpha Inc.,Electronics,Pro Smartphone 15,911.34,2,1822.68
ORD-202324208,2023-04-23,EMEA,Netherlands,Delta Prime Ltd.,Electronics,Docking Station,209.03,6,1254.18
ORD-202314512,2023-04-23,APAC,India,Prime Alpha Systems,Office Supplies,Standing Desk,621.78,4,2487.12
ORD-202317416,2023-04-23,North America,United States,Next Apex Systems,Software,Team Collaboration Tool,190.97,1,190.97
ORD-202302897,2023-04-23,APAC,Japan,Alpha Summit Group,Electronics,Docking Station,211.11,8,1688.88
ORD-202328421,2023-04-23,North America,Canada,Prime Elite Systems,Software,Cloud License (Annual),5301.24,3,15903.72
ORD-202301043,2023-04-23,North America,Canada,Summit Elite Corp.,Electronics,Pro Smartphone 15,847.98,2,1695.96
ORD-202300241,2023-04-23,North America,United States,Global Prime Inc.,Software,Team Collaboration Tool,200.31,3,600.93
ORD-202311890,2023-04-24,APAC,India,Apex Elite Systems,Electronics,"4K Monitor 27""",356.43,2,712.86
ORD-202322285,2023-04-24,North America,Canada,Prime Alpha Group,Software,Cloud License (Annual),5416.78,1,5416.78
ORD-202319966,2023-04-24,EMEA,United Kingdom,Prime Gamma Solutions,Electronics,Enterprise Laptop X1,1208.68,2,2417.36
ORD-202303171,2023-04-24,EMEA,United Kingdom,Elite Global Group,Office Supplies,Ergonomic Chair,413.8,12,4965.6
ORD-202328524,2023-04-24,APAC,Australia,Delta Elite Ltd.,Electronics,Pro Smartphone 15,853.31,2,1706.62
ORD-202309876,2023-04-24,APAC,India,Delta Global Systems,Electronics,Enterprise Laptop X1,1180.07,10,11800.7
ORD-202323961,2023-04-24,EMEA,United Kingdom,Alpha Elite Ltd.,Office Supplies,Ergonomic Chair,410.94,3,1232.82
ORD-202300785,2023-04-24,North America,Canada,Alpha Gamma Solutions,Electronics,Enterprise Laptop X1,1245.64,2,2491.28
ORD-202328901,2023-04-24,LATAM,Brazil,Gamma Beta Ltd.,Electronics,Enterprise Laptop X1,1175.66,2,2351.32
ORD-202324838,2023-04-24,North America,Canada,Apex Summit Systems,Office Supplies,Standing Desk,564.29,12,6771.48
ORD-202324445,2023-04-24,North America,United States,Gamma Prime Systems,Electronics,Enterprise Laptop X1,1188.58,24,28525.92
ORD-202323418,2023-04-24,North America,United States,Prime Gamma Solutions,Software,Team Collaboration Tool,190.89,2,381.78
ORD-202305230,2023-04-24,EMEA,Germany,Delta Prime Ltd.,Office Supplies,Ergonomic Chair,440.5,1,440.5
ORD-202326143,2023-04-24,North America,Canada,Alpha Gamma Solutions,Office Supplies,Standing Desk,570.36,17,9696.12
ORD-202306996,2023-04-24,North America,Canada,Summit Prime Systems,Electronics,Docking Station,195.57,1,195.57
ORD-202318494,2023-04-24,EMEA,Netherlands,Elite Prime Corp.,Office Supplies,Ergonomic Chair,410.13,15,6151.95
ORD-202301865,2023-04-24,APAC,Japan,Delta Global Systems,Software,Team Collaboration Tool,193.2,1,193.2
ORD-202310349,2023-04-24,North America,Canada,Summit Global Group,Electronics,Wireless Headset,157.96,1,157.96
ORD-202318138,2023-04-24,APAC,Japan,Apex Elite Solutions,Software,Security Suite,1502.05,5,7510.25
ORD-202308533,2023-04-24,North America,United States,Delta Gamma Solutions,Electronics,Docking Station,198.39,2,396.78
ORD-202319822,2023-04-24,APAC,India,Next Delta Solutions,Electronics,"4K Monitor 27""",367.3,3,1101.9
ORD-202324955,2023-04-24,LATAM,Mexico,Global Alpha Ltd.,Electronics,Wireless Headset,143.84,2,287.68
ORD-202305724,2023-04-24,North America,Canada,Next Beta Corp.,Electronics,Enterprise Laptop X1,1219.97,3,3659.91
ORD-202300087,2023-04-24,North America,Canada,Apex Prime Inc.,Office Supplies,Standing Desk,593.81,1,593.81
ORD-202327578,2023-04-24,North America,Canada,Beta Apex Solutions,Electronics,Pro Smartphone 15,902.65,26,23468.9
ORD-202320449,2023-04-24,North America,Canada,Summit Elite Systems,Electronics,Wireless Headset,146.62,4,586.48
ORD-202311423,2023-04-24,LATAM,Brazil,Apex Elite Ltd.,Software,Team Collaboration Tool,187.43,5,937.15
ORD-202302719,2023-04-24,North America,United States,Gamma Elite Inc.,Software,Security Suite,1615.12,2,3230.24
ORD-202314288,2023-04-25,North America,Canada,Alpha Elite Ltd.,Software,Security Suite,1462.48,2,2924.96
ORD-202319134,2023-04-25,EMEA,France,Summit Elite Corp.,Office Supplies,Ergonomic Chair,376.56,1,376.56
ORD-202313398,2023-04-25,APAC,Australia,Summit Prime Solutions,Electronics,Wireless Headset,163.0,2,326.0
ORD-202329594,2023-04-25,EMEA,Germany,Gamma Elite Corp.,Software,Security Suite,1541.58,2,3083.16
ORD-202324244,2023-04-25,EMEA,France,Beta Global Ltd.,Electronics,Pro Smartphone 15,888.26,1,888.26
ORD-202321870,2023-04-25,North America,Canada,Beta Delta Group,Electronics,Enterprise Laptop X1,1170.26,4,4681.04
ORD-202302784,2023-04-25,APAC,Singapore,Beta Alpha Solutions,Office Supplies,Meeting Whiteboard,286.83,1,286.83
ORD-202314833,2023-04-25,EMEA,United Kingdom,Gamma Elite Corp.,Software,Cloud License (Annual),4343.35,1,4343.35
ORD-202310894,2023-04-25,EMEA,Germany,Elite Prime Ltd.,Electronics,"4K Monitor 27""",342.92,5,1714.6
ORD-202315830,2023-04-25,APAC,India,Elite Delta Group,Electronics,Enterprise Laptop X1,1218.6,1,1218.6
ORD-202320489,2023-04-25,APAC,China,Beta Elite Solutions,Office Supplies,Meeting Whiteboard,312.64,1,312.64
ORD-202313609,2023-04-25,EMEA,Netherlands,Global Gamma Corp.,Electronics,Pro Smartphone 15,948.62,18,17075.16
ORD-202314761,2023-04-25,EMEA,France,Alpha Summit Group,Electronics,Docking Station,195.77,1,195.77
ORD-202318964,2023-04-25,APAC,China,Summit Alpha Corp.,Electronics,Enterprise Laptop X1,1185.76,1,1185.76
ORD-202311204,2023-04-25,North America,United States,Gamma Gamma Corp.,Office Supplies,Standing Desk,615.65,2,1231.3
ORD-202308906,2023-04-25,North America,Canada,Gamma Prime Group,Office Supplies,Ergonomic Chair,386.61,3,1159.83
ORD-202328210,2023-04-25,EMEA,United Kingdom,Next Apex Solutions,Software,Team Collaboration Tool,208.27,1,208.27
ORD-202319638,2023-04-25,North America,Canada,Beta Gamma Group,Electronics,Enterprise Laptop X1,1086.08,1,1086.08
ORD-202303889,2023-04-25,LATAM,Brazil,Summit Beta Solutions,Office Supplies,Ergonomic Chair,412.28,7,2885.96
ORD-202316088,2023-04-25,EMEA,Netherlands,Gamma Beta Group,Software,Security Suite,1486.03,1,1486.03
ORD-202312478,2023-04-25,APAC,Australia,Summit Beta Solutions,Electronics,"4K Monitor 27""",345.09,2,690.18
ORD-202318074,2023-04-25,EMEA,Germany,Summit Prime Systems,Software,Security Suite,1513.86,3,4541.58
ORD-202320892,2023-04-25,North America,United States,Prime Delta Solutions,Office Supplies,Ergonomic Chair,403.66,1,403.66
ORD-202305982,2023-04-25,APAC,Singapore,Apex Prime Systems,Electronics,Enterprise Laptop X1,1093.51,4,4374.04
ORD-202303432,2023-04-25,North America,United States,Beta Apex Solutions,Software,Team Collaboration Tool,180.66,14,2529.24
ORD-202315806,2023-04-25,APAC,India,Prime Apex Solutions,Electronics,Enterprise Laptop X1,1273.51,23,29290.73
ORD-202321548,2023-04-25,APAC,India,Global Elite Ltd.,Software,Cloud License (Annual),4708.61,2,9417.22
ORD-202306426,2023-04-25,North America,United States,Apex Global Solutions,Electronics,Enterprise Laptop X1,1146.64,1,1146.64
ORD-202315078,2023-04-25,LATAM,Brazil,Beta Delta Ltd.,Electronics,Pro Smartphone 15,968.19,1,968.19
ORD-202319791,2023-04-25,APAC,China,Global Prime Ltd.,Electronics,Enterprise Laptop X1,1230.32,2,2460.64
ORD-202318499,2023-04-25,APAC,Australia,Next Global Ltd.,Electronics,Enterprise Laptop X1,1177.08,11,12947.88
ORD-202318856,2023-04-25,EMEA,Netherlands,Prime Delta Solutions,Office Supplies,Meeting Whiteboard,311.86,3,935.58
ORD-202323153,2023-04-25,North America,Canada,Apex Prime Inc.,Electronics,Wireless Headset,157.72,3,473.16
ORD-202317397,2023-04-25,EMEA,United Kingdom,Global Delta Solutions,Electronics,"4K Monitor 27""",371.76,8,2974.08
ORD-202307098,2023-04-25,North America,Canada,Apex Summit Corp.,Electronics,Enterprise Laptop X1,1144.64,4,4578.56
ORD-202322011,2023-04-25,EMEA,Germany,Next Summit Group,Software,Team Collaboration Tool,199.46,3,598.38
ORD-202311660,2023-04-25,LATAM,Brazil,Next Gamma Solutions,Electronics,Pro Smartphone 15,933.78,4,3735.12
ORD-202319765,2023-04-25,APAC,Singapore,Summit Beta Group,Electronics,Pro Smartphone 15,900.67,3,2702.01
ORD-202317744,2023-04-25,North America,United States,Beta Elite Inc.,Software,Security Suite,1477.48,5,7387.4
ORD-202308300,2023-04-25,EMEA,France,Global Summit Corp.,Software,Security Suite,1491.71,2,2983.42
ORD-202324273,2023-04-25,APAC,China,Summit Gamma Inc.,Electronics,Wireless Headset,146.28,14,2047.92
ORD-202323871,2023-04-25,LATAM,Brazil,Gamma Prime Systems,Electronics,"4K Monitor 27""",372.2,16,5955.2
ORD-202317288,2023-04-25,APAC,Australia,Prime Global Systems,Electronics,Pro Smartphone 15,889.51,5,4447.55
ORD-202304463,2023-04-26,North America,United States,Elite Beta Corp.,Software,Team Collaboration Tool,205.17,2,410.34
ORD-202307169,2023-04-26,APAC,Singapore,Next Beta Ltd.,Electronics,Pro Smartphone 15,966.45,5,4832.25
ORD-202314826,2023-04-26,North America,Canada,Alpha Apex Corp.,Electronics,Enterprise Laptop X1,1178.17,3,3534.51
ORD-202313550,2023-04-26,EMEA,United Kingdom,Gamma Global Group,Electronics,Enterprise Laptop X1,1233.41,4,4933.64
ORD-202312311,2023-04-26,EMEA,United Kingdom,Beta Prime Corp.,Office Supplies,Ergonomic Chair,355.42,20,7108.4
ORD-202316019,2023-04-26,LATAM,Brazil,Gamma Gamma Corp.,Software,Team Collaboration Tool,183.83,9,1654.47
ORD-202322109,2023-04-26,North America,United States,Next Delta Ltd.,Office Supplies,Ergonomic Chair,410.79,2,821.58
ORD-202312114,2023-04-26,North America,United States,Summit Delta Solutions,Software,Cloud License (Annual),4877.65,7,34143.55
ORD-202305250,2023-04-26,APAC,Singapore,Beta Summit Systems,Electronics,Wireless Headset,157.15,1,157.15
ORD-202325415,2023-04-26,North America,Canada,Apex Prime Group,Office Supplies,Ergonomic Chair,424.47,1,424.47
ORD-202305169,2023-04-26,North America,Canada,Summit Prime Solutions,Electronics,Pro Smartphone 15,971.59,4,3886.36
ORD-202303892,2023-04-26,APAC,Singapore,Next Delta Solutions,Electronics,Wireless Headset,152.98,11,1682.78
ORD-202310064,2023-04-26,EMEA,France,Alpha Delta Corp.,Electronics,Pro Smartphone 15,876.92,1,876.92
ORD-202306401,2023-04-26,North America,Canada,Alpha Gamma Inc.,Office Supplies,Ergonomic Chair,391.52,24,9396.48
ORD-202328827,2023-04-26,North America,United States,Summit Delta Inc.,Electronics,Docking Station,204.03,5,1020.15
ORD-202314068,2023-04-26,North America,United States,Summit Summit Solutions,Electronics,Pro Smartphone 15,885.01,6,5310.06
ORD-202302530,2023-04-26,EMEA,France,Elite Delta Group,Software,Team Collaboration Tool,187.74,1,187.74
ORD-202306097,2023-04-26,North America,United States,Summit Delta Solutions,Electronics,Enterprise Laptop X1,1094.57,4,4378.28
ORD-202328995,2023-04-26,APAC,India,Global Prime Inc.,Office Supplies,Standing Desk,578.63,11,6364.93
ORD-202306748,2023-04-26,APAC,Japan,Next Gamma Solutions,Electronics,Enterprise Laptop X1,1161.57,1,1161.57
ORD-202324623,2023-04-26,APAC,India,Global Apex Inc.,Electronics,Pro Smartphone 15,972.63,3,2917.89
ORD-202317559,2023-04-26,North America,Canada,Beta Next Systems,Office Supplies,Ergonomic Chair,392.97,3,1178.91
ORD-202305923,2023-04-26,EMEA,Netherlands,Summit Beta Corp.,Electronics,Enterprise Laptop X1,1095.54,10,10955.4
ORD-202309292,2023-04-26,EMEA,United Kingdom,Apex Next Group,Electronics,Docking Station,206.51,3,619.53
ORD-202305787,2023-04-26,EMEA,Germany,Beta Summit Corp.,Electronics,Pro Smartphone 15,907.42,4,3629.68
ORD-202309848,2023-04-26,EMEA,Netherlands,Summit Beta Group,Electronics,"4K Monitor 27""",322.48,13,4192.24
ORD-202309176,2023-04-26,APAC,India,Elite Delta Solutions,Electronics,Pro Smartphone 15,830.83,24,19939.92
ORD-202321950,2023-04-26,APAC,Japan,Next Apex Solutions,Office Supplies,Ergonomic Chair,359.8,3,1079.4
ORD-202324379,2023-04-26,North America,Canada,Gamma Prime Ltd.,Electronics,Enterprise Laptop X1,1254.31,9,11288.79
ORD-202301124,2023-04-26,APAC,India,Global Beta Ltd.,Software,Cloud License (Annual),5237.73,7,36664.11
ORD-202324139,2023-04-26,North America,Canada,Beta Apex Systems,Office Supplies,Meeting Whiteboard,280.41,3,841.23
ORD-202317046,2023-04-26,LATAM,Brazil,Prime Prime Ltd.,Electronics,Docking Station,198.25,1,198.25
ORD-202320270,2023-04-26,North America,United States,Beta Next Group,Electronics,Pro Smartphone 15,954.06,1,954.06
ORD-202317641,2023-04-26,EMEA,Netherlands,Prime Summit Ltd.,Electronics,Pro Smartphone 15,926.88,1,926.88
ORD-202315109,2023-04-26,North America,Canada,Beta Summit Ltd.,Electronics,Docking Station,179.78,1,179.78
ORD-202308798,2023-04-26,North America,United States,Elite Prime Corp.,Electronics,Wireless Headset,148.15,5,740.75
ORD-202314456,2023-04-26,EMEA,Netherlands,Global Next Ltd.,Electronics,"4K Monitor 27""",367.16,3,1101.48
ORD-202300985,2023-04-26,EMEA,United Kingdom,Elite Delta Solutions,Office Supplies,Standing Desk,614.59,2,1229.18
ORD-202304600,2023-04-26,North America,Canada,Summit Elite Solutions,Electronics,Pro Smartphone 15,887.78,10,8877.8
ORD-202315915,2023-04-26,North America,United States,Next Delta Ltd.,Software,Security Suite,1506.56,1,1506.56
ORD-202302479,2023-04-26,EMEA,United Kingdom,Summit Next Systems,Electronics,Enterprise Laptop X1,1214.42,4,4857.68
ORD-202319857,2023-04-26,EMEA,Germany,Next Delta Solutions,Electronics,Enterprise Laptop X1,1217.6,9,10958.4
ORD-202310684,2023-04-26,EMEA,Germany,Alpha Gamma Inc.,Office Supplies,Standing Desk,619.0,3,1857.0
ORD-202324456,2023-04-26,North America,Canada,Summit Prime Systems,Electronics,Enterprise Laptop X1,1223.59,2,2447.18
ORD-202313896,2023-04-26,North America,Canada,Apex Alpha Ltd.,Office Supplies,Standing Desk,582.0,1,582.0
ORD-202303167,2023-04-26,LATAM,Mexico,Elite Next Inc.,Software,Team Collaboration Tool,207.65,4,830.6
ORD-202315465,2023-04-26,EMEA,United Kingdom,Beta Delta Inc.,Software,Security Suite,1560.27,3,4680.81
ORD-202317871,2023-04-26,North America,Canada,Alpha Apex Solutions,Electronics,Enterprise Laptop X1,1105.24,2,2210.48
ORD-202325624,2023-04-27,North America,Canada,Delta Elite Inc.,Electronics,"4K Monitor 27""",368.56,3,1105.68
ORD-202322676,2023-04-27,APAC,Australia,Next Elite Ltd.,Electronics,Wireless Headset,161.06,2,322.12
ORD-202318027,2023-04-27,APAC,Japan,Summit Delta Corp.,Electronics,"4K Monitor 27""",322.98,3,968.94
ORD-202308296,2023-04-27,North America,United States,Global Summit Solutions,Software,Security Suite,1466.08,5,7330.4
ORD-202307777,2023-04-27,North America,Canada,Alpha Gamma Solutions,Electronics,Pro Smartphone 15,973.85,7,6816.95
ORD-202320514,2023-04-27,APAC,China,Gamma Beta Ltd.,Office Supplies,Ergonomic Chair,362.86,4,1451.44
ORD-202319257,2023-04-27,APAC,Singapore,Delta Gamma Group,Software,Security Suite,1389.56,11,15285.16
ORD-202301025,2023-04-27,EMEA,Germany,Next Delta Ltd.,Software,Team Collaboration Tool,211.1,2,422.2
ORD-202317295,2023-04-27,North America,United States,Summit Global Inc.,Electronics,Docking Station,216.66,2,433.32
ORD-202310549,2023-04-27,APAC,India,Gamma Beta Ltd.,Electronics,Pro Smartphone 15,913.28,4,3653.12
ORD-202324246,2023-04-27,North America,Canada,Next Apex Group,Electronics,Wireless Headset,143.75,2,287.5
ORD-202317921,2023-04-27,North America,United States,Delta Apex Systems,Electronics,Enterprise Laptop X1,1159.03,1,1159.03
ORD-202320917,2023-04-27,EMEA,France,Global Elite Group,Office Supplies,Ergonomic Chair,411.18,6,2467.08
ORD-202320756,2023-04-27,EMEA,United Kingdom,Prime Apex Solutions,Electronics,Enterprise Laptop X1,1154.8,3,3464.4
ORD-202326036,2023-04-27,EMEA,United Kingdom,Delta Gamma Systems,Software,Cloud License (Annual),5200.31,4,20801.24
ORD-202307308,2023-04-27,APAC,Japan,Elite Delta Group,Electronics,Pro Smartphone 15,909.46,5,4547.3
ORD-202323622,2023-04-27,EMEA,United Kingdom,Next Delta Ltd.,Office Supplies,Standing Desk,577.89,4,2311.56
ORD-202323432,2023-04-27,EMEA,United Kingdom,Summit Global Corp.,Electronics,Wireless Headset,158.03,5,790.15
ORD-202308381,2023-04-27,North America,Canada,Elite Global Solutions,Electronics,Wireless Headset,159.37,3,478.11
ORD-202326462,2023-04-27,North America,Canada,Next Prime Group,Electronics,Enterprise Laptop X1,1189.28,5,5946.4
ORD-202313399,2023-04-27,APAC,Australia,Gamma Prime Ltd.,Electronics,Enterprise Laptop X1,1304.43,1,1304.43
ORD-202328344,2023-04-27,EMEA,Germany,Elite Global Systems,Software,Team Collaboration Tool,188.44,2,376.88
ORD-202312571,2023-04-27,APAC,Singapore,Prime Prime Ltd.,Software,Team Collaboration Tool,212.42,4,849.68
ORD-202300683,2023-04-27,EMEA,United Kingdom,Gamma Apex Systems,Electronics,Enterprise Laptop X1,1103.68,1,1103.68
ORD-202314822,2023-04-27,North America,United States,Alpha Summit Inc.,Electronics,Enterprise Laptop X1,1211.71,2,2423.42
ORD-202323162,2023-04-27,APAC,China,Delta Apex Group,Electronics,Pro Smartphone 15,902.26,7,6315.82
ORD-202312350,2023-04-27,North America,Canada,Next Elite Ltd.,Electronics,Pro Smartphone 15,862.72,2,1725.44
ORD-202317301,2023-04-27,EMEA,Netherlands,Beta Global Inc.,Electronics,"4K Monitor 27""",359.65,3,1078.95
ORD-202303725,2023-04-27,North America,Canada,Next Beta Inc.,Electronics,"4K Monitor 27""",367.31,1,367.31
ORD-202305442,2023-04-27,North America,Canada,Gamma Alpha Corp.,Electronics,Pro Smartphone 15,884.23,2,1768.46
ORD-202305538,2023-04-27,North America,United States,Gamma Apex Systems,Software,Security Suite,1519.21,4,6076.84
ORD-202301114,2023-04-27,North America,Canada,Next Beta Group,Electronics,Wireless Headset,154.59,2,309.18
ORD-202319810,2023-04-27,APAC,Australia,Apex Global Corp.,Electronics,Wireless Headset,159.09,1,159.09
ORD-202311828,2023-04-27,APAC,Japan,Elite Apex Group,Software,Team Collaboration Tool,192.65,5,963.25
ORD-202320490,2023-04-27,APAC,India,Gamma Global Ltd.,Electronics,Pro Smartphone 15,856.37,3,2569.11
ORD-202317436,2023-04-27,EMEA,Netherlands,Global Global Systems,Electronics,Wireless Headset,144.61,5,723.05
ORD-202308876,2023-04-27,North America,United States,Delta Prime Corp.,Electronics,Enterprise Laptop X1,1224.75,4,4899.0
ORD-202306330,2023-04-27,North America,Canada,Elite Delta Group,Electronics,Enterprise Laptop X1,1175.82,4,4703.28
ORD-202305847,2023-04-27,North America,Canada,Global Apex Solutions,Electronics,Pro Smartphone 15,830.04,3,2490.12
ORD-202306731,2023-04-27,EMEA,Germany,Alpha Summit Corp.,Electronics,"4K Monitor 27""",349.6,1,349.6
ORD-202300361,2023-04-27,APAC,Singapore,Alpha Elite Ltd.,Electronics,"4K Monitor 27""",362.71,2,725.42
ORD-202320296,2023-04-27,EMEA,Netherlands,Alpha Global Inc.,Electronics,Enterprise Laptop X1,1072.99,5,5364.95
ORD-202307324,2023-04-28,EMEA,France,Delta Next Inc.,Office Supplies,Standing Desk,597.93,5,2989.65
ORD-202306975,2023-04-28,EMEA,United Kingdom,Beta Next Corp.,Electronics,Docking Station,219.68,3,659.04
ORD-202312696,2023-04-28,North America,United States,Apex Prime Inc.,Office Supplies,Ergonomic Chair,380.1,3,1140.3
ORD-202305922,2023-04-28,EMEA,Germany,Elite Alpha Systems,Software,Team Collaboration Tool,204.95,14,2869.3
ORD-202309888,2023-04-28,North America,Canada,Global Prime Ltd.,Office Supplies,Meeting Whiteboard,305.5,5,1527.5
ORD-202322415,2023-04-28,North America,United States,Elite Beta Systems,Software,Team Collaboration Tool,192.84,3,578.52
ORD-202313405,2023-04-28,North America,United States,Elite Delta Corp.,Electronics,Pro Smartphone 15,963.73,1,963.73
ORD-202303271,2023-04-28,North America,Canada,Beta Prime Corp.,Electronics,Pro Smartphone 15,841.59,3,2524.77
ORD-202329631,2023-04-28,APAC,India,Beta Prime Corp.,Software,Team Collaboration Tool,206.71,1,206.71
ORD-202324761,2023-04-28,EMEA,Netherlands,Gamma Beta Ltd.,Electronics,Pro Smartphone 15,901.18,6,5407.08
ORD-202307265,2023-04-28,North America,United States,Global Prime Ltd.,Office Supplies,Meeting Whiteboard,306.01,1,306.01
ORD-202306298,2023-04-28,North America,Canada,Gamma Beta Group,Electronics,Enterprise Laptop X1,1177.1,39,45906.9
ORD-202318266,2023-04-28,APAC,Singapore,Next Apex Corp.,Office Supplies,Meeting Whiteboard,295.21,2,590.42
ORD-202311673,2023-04-28,APAC,Japan,Delta Alpha Systems,Electronics,Pro Smartphone 15,927.15,2,1854.3
ORD-202321668,2023-04-28,EMEA,Netherlands,Prime Next Solutions,Office Supplies,Ergonomic Chair,423.39,1,423.39
ORD-202328336,2023-04-28,EMEA,France,Apex Summit Systems,Electronics,Docking Station,203.06,2,406.12
ORD-202301960,2023-04-28,North America,United States,Beta Prime Solutions,Office Supplies,Meeting Whiteboard,274.09,6,1644.54
ORD-202329742,2023-04-28,EMEA,Netherlands,Prime Summit Corp.,Software,Cloud License (Annual),4931.33,1,4931.33
ORD-202310683,2023-04-28,EMEA,Netherlands,Elite Apex Group,Electronics,Pro Smartphone 15,934.25,14,13079.5
ORD-202310081,2023-04-28,North America,Canada,Delta Prime Inc.,Electronics,Docking Station,195.42,1,195.42
ORD-202323537,2023-04-28,North America,Canada,Beta Next Group,Electronics,Pro Smartphone 15,799.47,2,1598.94
ORD-202316781,2023-04-28,APAC,China,Next Beta Inc.,Electronics,"4K Monitor 27""",384.64,1,384.64
ORD-202323222,2023-04-28,LATAM,Brazil,Summit Elite Corp.,Electronics,Pro Smartphone 15,825.31,6,4951.86
ORD-202325409,2023-04-28,APAC,China,Apex Elite Solutions,Electronics,"4K Monitor 27""",356.46,1,356.46
ORD-202302370,2023-04-28,EMEA,United Kingdom,Beta Gamma Ltd.,Office Supplies,Standing Desk,574.96,1,574.96
ORD-202302665,2023-04-28,EMEA,Germany,Beta Global Inc.,Office Supplies,Ergonomic Chair,403.91,4,1615.64
ORD-202325900,2023-04-28,EMEA,United Kingdom,Summit Elite Corp.,Electronics,Enterprise Laptop X1,1269.14,1,1269.14
ORD-202329971,2023-04-28,North America,United States,Summit Alpha Solutions,Electronics,"4K Monitor 27""",335.24,2,670.48
ORD-202307046,2023-04-28,North America,United States,Next Alpha Corp.,Electronics,"4K Monitor 27""",349.1,2,698.2
ORD-202310691,2023-04-28,North America,United States,Prime Prime Ltd.,Office Supplies,Standing Desk,609.19,5,3045.95
ORD-202310880,2023-04-28,North America,Canada,Global Apex Inc.,Software,Team Collaboration Tool,172.95,2,345.9
ORD-202318642,2023-04-28,APAC,Japan,Summit Gamma Corp.,Office Supplies,Meeting Whiteboard,307.45,1,307.45
ORD-202314148,2023-04-28,EMEA,United Kingdom,Beta Beta Corp.,Electronics,Pro Smartphone 15,1004.75,12,12057.0
ORD-202300015,2023-04-28,APAC,Japan,Apex Elite Solutions,Electronics,Enterprise Laptop X1,1194.89,3,3584.67
ORD-202320805,2023-04-28,EMEA,Netherlands,Apex Prime Inc.,Electronics,Wireless Headset,151.78,1,151.78
ORD-202311368,2023-04-28,North America,Canada,Gamma Beta Solutions,Software,Team Collaboration Tool,215.88,2,431.76
ORD-202327544,2023-04-28,North America,United States,Beta Next Ltd.,Electronics,Wireless Headset,149.68,2,299.36
ORD-202312816,2023-04-28,EMEA,Netherlands,Prime Delta Solutions,Electronics,Enterprise Laptop X1,1194.01,8,9552.08
ORD-202323400,2023-04-28,North America,Canada,Beta Next Systems,Electronics,Enterprise Laptop X1,1248.93,4,4995.72
ORD-202326854,2023-04-28,EMEA,France,Summit Prime Ltd.,Office Supplies,Ergonomic Chair,390.6,6,2343.6
ORD-202308590,2023-04-28,North America,Canada,Next Apex Solutions,Office Supplies,Ergonomic Chair,378.47,1,378.47
ORD-202321392,2023-04-28,EMEA,United Kingdom,Global Prime Inc.,Electronics,Enterprise Laptop X1,1157.01,2,2314.02
ORD-202313073,2023-04-29,North America,Canada,Beta Next Corp.,Electronics,Enterprise Laptop X1,1116.06,6,6696.36
ORD-202327867,2023-04-29,North America,Canada,Beta Next Systems,Electronics,Pro Smartphone 15,894.83,7,6263.81
ORD-202307043,2023-04-29,EMEA,United Kingdom,Global Beta Corp.,Office Supplies,Ergonomic Chair,402.9,1,402.9
ORD-202312870,2023-04-29,EMEA,United Kingdom,Alpha Gamma Solutions,Office Supplies,Ergonomic Chair,419.26,1,419.26
ORD-202302281,2023-04-29,North America,Canada,Global Apex Solutions,Electronics,Pro Smartphone 15,938.9,9,8450.1
ORD-202320948,2023-04-29,EMEA,Germany,Gamma Summit Systems,Electronics,Enterprise Laptop X1,1162.0,6,6972.0
ORD-202304335,2023-04-29,APAC,Japan,Global Global Systems,Electronics,"4K Monitor 27""",339.82,1,339.82
